Change,Description,MultipleCompulsory,Department,Number,Grade,Class,Name,Url,Credit,YearSemester,CompulsoryElective,Restrict,Select,Selected,Remaining,Teacher,Room,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Context,Programs,EMI
,,,中學學程,STP269,0,不分班,語文領域-英語文專長教學實習,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=STP269&Crsname=語文領域-英語文專長教學實習,2,期,選,50,0,7,43,莊雪華,社SS 2005,,34,,,,,,《講授類》本課程為教育學程課程，修畢「語文領域-英語文專長教材教法」始得修習本課程,,0
,,,中學學程,STP271,0,不分班,數學領域-數學專長教學實習,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=STP271&Crsname=數學領域-數學專長教學實習,2,期,選,50,2,5,45,黃家杰,社SS 2002-2,,12,,,,,,"《講授類》This is a teacher education course. available only after completing the course ""MATHEMATICS TEACHING METHODS """,,0
,,,中學學程,STP273,0,不分班,社會領域-公民與社會專長教學實習,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=STP273&Crsname=社會領域-公民與社會專長教學實習,2,期,選,50,0,2,48,張至慶,社SS 2006,,,,,56,,,《講授類》本課程為教育學程課程，修畢「社會領域-公民與社會專長教材教法」始得修習本課程,,0
,,,中學學程,STP275,0,不分班,藝術領域-音樂藝術專長教學實習,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=STP275&Crsname=藝術領域-音樂藝術專長教學實習,2,期,選,50,0,20,30,洪佳慧,社SS 2006,,,34,,,,,《講授類》本課程為教育學程課程，修畢「藝術領域-音樂藝術專長教材教法」始得修習本課程,,0
,,,中學學程,STP277,0,不分班,藝術領域-表演藝術專長教學實習,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=STP277&Crsname=藝術領域-表演藝術專長教學實習,2,期,選,50,1,4,46,鍾佳玲,社SS 2004-3,,,12,,,,,《講授類》本課程為教育學程課程，修畢「藝術領域-音樂藝術專長教材教法」始得修習本課程,,0
,,,中學學程,STP279,0,不分班,藝術領域藝術生活科-表演藝術專長教學實習,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=STP279&Crsname=藝術領域藝術生活科-表演藝術專長教學實習,2,期,選,50,0,1,49,鍾佳玲,社SS 2004-3,,,12,,,,,《講授類》本課程為教育學程課程，修畢「藝術領域藝術生活科-表演藝術專長教材教法」始得修習本課程,,0
異動,更換時間1/26,,中學學程,STP280,0,不分班,社會領域探究與實作專題,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=STP280&Crsname=社會領域探究與實作專題,2,期,選,50,1,2,48,張至慶,社SS 2002-2,,,,34,,,,《講授類》本課程為教育學程課程STREAM永續發展培力微學程,'STREAM永續發展培力微學程',0
,,,中學學程,STP282,0,不分班,教育專業精進,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=STP282&Crsname=教育專業精進,2,期,選,50,1,48,2,陳威霖,社SS 2001,,,CD,,,,,《講授類》本課程為教育專業課程，雙語授課,,0
,,,中學學程,STP285,0,不分班,雙語教學實習,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=STP285&Crsname=雙語教學實習,2,期,選,50,1,10,40,張宇慧,社SS 3006,,CD,,,,,,《講授類》本課程為教育學程課程，修畢「雙語教材教法」始得修習本課程。雙語授課,,0
,,,中學學程,STP286,0,不分班,和諧溝通與衝突解決,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=STP286&Crsname=和諧溝通與衝突解決,2,期,選,15,4,4,11,陳利銘,社SS 2001,,,56,,,,,《講授類》本課程為教育學程課程,,0
,,,中學學程,STP288,0,不分班,諮商理論與技術,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=STP288&Crsname=諮商理論與技術,3,期,選,50,2,5,45,宋宥賢,社SS 2005,,,234,,,,,《講授類》本課程為教育學程課程,,0
,,,中學學程,STP289,0,不分班,青少年問題與輔導,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=STP289&Crsname=青少年問題與輔導,2,期,選,50,1,2,48,宋宥賢,社SS 2005,,,56,,,,,《講授類》本課程為教育學程課程,,0
,,*,中文思辨與表達,GECE104,0,不分班,中文思辨與表達（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GECE104&Crsname=中文思辨與表達（二）,3,期,必,45,8,44,1,莫加南,管CM 1032,,234,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE104A,0,不分班,中文思辨與表達（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GECE104A&Crsname=中文思辨與表達（二）,3,期,必,45,8,45,0,黃羽璿,工EC 2007,,234,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE104B,0,不分班,中文思辨與表達（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GECE104B&Crsname=中文思辨與表達（二）,3,期,必,45,9,45,0,賴佩暄,管CM 0052,,234,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE104C,0,不分班,中文思辨與表達（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GECE104C&Crsname=中文思辨與表達（二）,3,期,必,45,23,45,0,鍾志偉,文LA 1002,,234,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
異動,更換教師1/16,*,中文思辨與表達,GECE104D,0,不分班,中文思辨與表達（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GECE104D&Crsname=中文思辨與表達（二）,3,期,必,45,9,21,24,林芷瑩,理SC 0014,,234,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE104E,0,不分班,中文思辨與表達（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GECE104E&Crsname=中文思辨與表達（二）,3,期,必,45,15,23,22,陳秋宏,文LA 1004,,567,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE104F,0,不分班,中文思辨與表達（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GECE104F&Crsname=中文思辨與表達（二）,3,期,必,45,18,45,0,顧永光,管CM 3017,,567,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE104G,0,不分班,中文思辨與表達（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GECE104G&Crsname=中文思辨與表達（二）,3,期,必,45,11,39,6,黃資婷,理SC 0014,,567,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE104H,0,不分班,中文思辨與表達（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GECE104H&Crsname=中文思辨與表達（二）,3,期,必,45,11,45,0,陳明聖,工EN 0032,,567,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
異動,更換教師1/8,*,中文思辨與表達,GECE104I,0,不分班,中文思辨與表達（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GECE104I&Crsname=中文思辨與表達（二）,3,期,必,45,12,27,18,林孜曄,管CM 0052,,567,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE104J,0,不分班,中文思辨與表達（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GECE104J&Crsname=中文思辨與表達（二）,3,期,必,45,14,45,0,陳明聖,通GE 4016,,,,,234,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
異動,更換教師1/8,*,中文思辨與表達,GECE104K,0,不分班,中文思辨與表達（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GECE104K&Crsname=中文思辨與表達（二）,3,期,必,45,22,45,0,黃資婷,工EN 3015,,,,,234,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
異動,更換教師及時間1/8,*,中文思辨與表達,GECE104L,0,不分班,中文思辨與表達（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GECE104L&Crsname=中文思辨與表達（二）,3,期,必,45,37,45,0,陳明聖,工EN 0032,,234,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,,英文初級,GEEN004,0,不分班,英文初級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN004&Crsname=英文初級,0,期,必,35,1,17,18,陳瑞華,通GE 3011,,234,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文初級,GEEN004A,0,不分班,英文初級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN004A&Crsname=英文初級,0,期,必,35,0,8,27,陳瑞華,通GE 3013,,567,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中級,GEEN116,0,不分班,英文中級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN116&Crsname=英文中級,3,期,必,35,20,35,0,曾彩楣,社SS 3006,,234,,,,,,《講授類》《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中級,GEEN116A,0,不分班,英文中級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN116A&Crsname=英文中級,3,期,必,35,3,35,0,曾千紋,工EC 6016,,234,,,,,,《講授類》《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中級,GEEN116B,0,不分班,英文中級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN116B&Crsname=英文中級,3,期,必,35,1,13,22,戴藤懋,工EC 3001,,234,,,,,,《講授類》《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中級,GEEN116C,0,不分班,英文中級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN116C&Crsname=英文中級,3,期,必,35,8,35,0,曾千紋,工EC 6016,,567,,,,,,《講授類》《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中級,GEEN116D,0,不分班,英文中級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN116D&Crsname=英文中級,3,期,必,35,18,35,0,曾彩楣,管CM 2025,,,,,234,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中級,GEEN116E,0,不分班,英文中級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN116E&Crsname=英文中級,3,期,必,35,1,14,21,戴藤懋,工EC 3001,,567,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中高級,GEEN117,0,不分班,英文中高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN117&Crsname=英文中高級,3,期,必,35,7,35,0,溫惠珍,理SC 1003,,234,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中高級,GEEN117A,0,不分班,英文中高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN117A&Crsname=英文中高級,3,期,必,35,2,12,23,戴藤懋,工EC 6016,,,,,234,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中高級,GEEN117B,0,不分班,英文中高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN117B&Crsname=英文中高級,3,期,必,35,4,33,2,陳美淑,管CM 2025,,567,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中高級,GEEN117C,0,不分班,英文中高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN117C&Crsname=英文中高級,3,期,必,35,4,29,6,溫惠珍,理SC 1003,,567,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中高級,GEEN117D,0,不分班,英文中高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN117D&Crsname=英文中高級,3,期,必,35,6,35,0,陳楓旻,理SC 1001,,234,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中高級,GEEN117E,0,不分班,英文中高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN117E&Crsname=英文中高級,3,期,必,35,12,35,0,陳楓旻,管CM 2025,,,,,567,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中高級,GEEN117F,0,不分班,英文中高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN117F&Crsname=英文中高級,3,期,必,35,5,35,0,莊家雄,海ME 3004,,,,,567,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文高級,GEEN118,0,不分班,英文高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN118&Crsname=英文高級,3,期,必,35,17,35,0,曾千紋,理SC 1003,,,,,567,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文高級,GEEN118A,0,不分班,英文高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN118A&Crsname=英文高級,3,期,必,35,11,35,0,洪敏秀,文LA 1002,,567,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文高級,GEEN118B,0,不分班,英文高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEEN118B&Crsname=英文高級,3,期,必,35,2,35,0,李祁芳,文LA 1012,,567,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
新增,1/15,,運動健康(必),GEPE101,2,不分班,運動與健康：特別班,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEPE101&Crsname=運動與健康：特別班,1,期,必,50,0,5,45,蔡宗晏,體適能中心,,,,,B5,,,《體育類》本課程需經審核，不開放線上加選；需修習者請於加退選結束前備妥相關證明文件至西灣學院運動健康教育中心提出申請。,,0
,,,運動健康(必),GEPE103,1,不分班,運動與健康：初級游泳,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEPE103&Crsname=運動與健康：初級游泳,1,期,必,40,4,38,2,羅凱暘,游泳池/Swimming pool,12,,,,,,,《體育類》第一堂請至游泳池門口集合永續海洋休閒運動產業學程,'永續海洋休閒運動產業學程',0
,,,運動健康(必),GEPE103A,1,不分班,運動與健康：初級游泳,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEPE103A&Crsname=運動與健康：初級游泳,1,期,必,40,1,40,0,林宗正,游泳池/Swimming pool,34,,,,,,,《體育類》第一堂請至游泳池門口集合永續海洋休閒運動產業學程,'永續海洋休閒運動產業學程',0
,,,運動健康(必),GEPE103B,1,不分班,運動與健康：初級游泳,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEPE103B&Crsname=運動與健康：初級游泳,1,期,必,40,5,40,0,羅凱暘,游泳池/Swimming pool,34,,,,,,,《體育類》第一堂請至游泳池門口集合永續海洋休閒運動產業學程,'永續海洋休閒運動產業學程',0
,,,運動健康(必),GEPE103C,1,不分班,運動與健康：初級游泳,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEPE103C&Crsname=運動與健康：初級游泳,1,期,必,40,4,39,1,蔡鋒樺,游泳池/Swimming pool,67,,,,,,,《體育類》第一堂請至游泳池門口集合永續海洋休閒運動產業學程,'永續海洋休閒運動產業學程',0
,,,運動健康(必),GEPE103D,1,不分班,運動與健康：初級游泳,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEPE103D&Crsname=運動與健康：初級游泳,1,期,必,40,9,40,0,蔡鋒樺,游泳池/Swimming pool,89,,,,,,,《體育類》第一堂請至游泳池門口集合永續海洋休閒運動產業學程,'永續海洋休閒運動產業學程',0
,,,運動健康(必),GEPE103E,1,不分班,運動與健康：初級游泳,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEPE103E&Crsname=運動與健康：初級游泳,1,期,必,40,15,40,0,林國欽,游泳池/Swimming pool,,67,,,,,,《體育類》第一堂請至游泳池門口集合永續海洋休閒運動產業學程,'永續海洋休閒運動產業學程',0
,,,運動健康(必),GEPE103F,1,不分班,運動與健康：初級游泳,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEPE103F&Crsname=運動與健康：初級游泳,1,期,必,40,9,40,0,許秀桃,游泳池/Swimming pool,67,,,,,,,《體育類》第一堂請至游泳池門口集合永續海洋休閒運動產業學程,'永續海洋休閒運動產業學程',0
,,,運動健康(必),GEPE103G,1,不分班,運動與健康：初級游泳,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEPE103G&Crsname=運動與健康：初級游泳,1,期,必,40,10,40,0,李佳倫,游泳池/Swimming pool,,89,,,,,,《體育類》第一堂請至游泳池門口集合永續海洋休閒運動產業學程,'永續海洋休閒運動產業學程',0
,,,運動健康(必),GEPE103H,1,不分班,運動與健康：初級游泳,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=2&CrsDat=GEPE103H&Crsname=運動與健康：初級游泳,1,期,必,40,5,40,0,林國欽,游泳池/Swimming pool,,89,,,,,,《體育類》第一堂請至游泳池門口集合永續海洋休閒運動產業學程,'永續海洋休閒運動產業學程',0
